player_id,signup_date,country,platform,acquisition_channel,age_group,experiment_group
P01382,2026-01-12,United States,Android,Meta Ads,35-44,Control
P01383,2026-01-09,United States,iOS,TikTok Ads,35-44,Free_Hint
P01384,2026-01-15,India,Android,TikTok Ads,35-44,Free_Hint
P01385,2026-01-02,Australia,Android,Organic,25-34,Daily_Reward
P01386,2026-01-14,United States,Android,Organic,45+,Control
P01387,2026-01-04,United States,Android,Meta Ads,45+,Control
P01388,2026-01-06,United States,Android,Organic,25-34,Control
P01389,2026-01-02,India,iOS,Google Ads,18-24,Free_Hint
P01390,2026-01-01,United States,Android,Google Ads,25-34,Daily_Reward
P01391,2026-01-15,United States,Android,Meta Ads,45+,Free_Hint
P01392,2026-01-12,India,iOS,Organic,25-34,Control
P01393,2026-01-05,India,Android,Organic,18-24,Daily_Reward
P01394,2026-01-09,India,Android,Google Ads,25-34,Control
P01395,2026-01-11,India,Android,Google Ads,18-24,Control
P01396,2026-01-09,India,Android,Google Ads,25-34,Free_Hint
P01397,2026-01-11,United States,iOS,Organic,35-44,Daily_Reward
P01398,2026-01-04,India,iOS,Meta Ads,25-34,Free_Hint
P01399,2026-01-08,India,iOS,Meta Ads,25-34,Control
P01400,2026-01-13,India,iOS,Organic,18-24,Daily_Reward
P01401,2026-01-02,United States,Android,Organic,18-24,Daily_Reward
P01402,2026-01-13,India,Android,Organic,18-24,Control
P01403,2026-01-11,Australia,Android,Google Ads,25-34,Control
P01404,2026-01-10,United States,Android,Referral,25-34,Daily_Reward
P01405,2026-01-01,India,Android,TikTok Ads,25-34,Daily_Reward
P01406,2026-01-09,United Kingdom,Android,TikTok Ads,18-24,Control
P01407,2026-01-06,India,Android,Meta Ads,18-24,Daily_Reward
P01408,2026-01-05,United States,Android,Google Ads,18-24,Free_Hint
P01409,2026-01-06,United States,Android,TikTok Ads,25-34,Free_Hint
P01410,2026-01-02,United States,Android,Organic,25-34,Control
P01411,2026-01-14,United States,Android,TikTok Ads,35-44,Free_Hint
P01412,2026-01-10,India,Android,TikTok Ads,35-44,Control
P01413,2026-01-13,United States,iOS,Organic,35-44,Control
P01414,2026-01-01,Australia,iOS,Google Ads,18-24,Control
P01415,2026-01-12,Australia,Android,Organic,35-44,Free_Hint
P01416,2026-01-07,United States,iOS,Meta Ads,25-34,Control
P01417,2026-01-07,United Kingdom,Android,Google Ads,35-44,Daily_Reward
P01418,2026-01-01,United Kingdom,iOS,Referral,18-24,Daily_Reward
P01419,2026-01-14,United States,Android,Organic,25-34,Free_Hint
P01420,2026-01-04,India,Android,Meta Ads,18-24,Free_Hint
P01421,2026-01-02,India,Android,Organic,18-24,Free_Hint
P01422,2026-01-05,India,iOS,TikTok Ads,25-34,Daily_Reward
P01423,2026-01-14,Canada,Android,Organic,25-34,Free_Hint
P01424,2026-01-07,United States,Android,Referral,25-34,Control
P01425,2026-01-06,United Kingdom,iOS,Meta Ads,18-24,Daily_Reward
P01426,2026-01-15,India,iOS,Organic,45+,Daily_Reward
P01427,2026-01-13,United States,Android,Google Ads,45+,Control
P01428,2026-01-10,United States,Android,Organic,35-44,Control
P01429,2026-01-04,Canada,Android,Google Ads,45+,Daily_Reward
P01430,2026-01-03,India,Android,Google Ads,25-34,Free_Hint
P01431,2026-01-11,India,Android,Referral,35-44,Control
P01432,2026-01-04,India,iOS,Organic,25-34,Control
P01433,2026-01-15,India,Android,Meta Ads,35-44,Daily_Reward
P01434,2026-01-08,United States,Android,TikTok Ads,18-24,Free_Hint
P01435,2026-01-05,United Kingdom,Android,Organic,18-24,Control
P01436,2026-01-02,Canada,Android,Google Ads,45+,Control
P01437,2026-01-15,United States,Android,Meta Ads,35-44,Free_Hint
P01438,2026-01-12,United States,Android,Google Ads,45+,Daily_Reward
P01439,2026-01-11,Australia,iOS,Organic,18-24,Free_Hint
P01440,2026-01-03,Canada,iOS,Organic,25-34,Control
P01441,2026-01-11,United Kingdom,Android,TikTok Ads,45+,Free_Hint
P01442,2026-01-06,India,Android,TikTok Ads,45+,Daily_Reward
P01443,2026-01-07,United States,Android,Google Ads,25-34,Daily_Reward
P01444,2026-01-07,India,Android,TikTok Ads,25-34,Free_Hint
P01445,2026-01-02,United States,Android,Meta Ads,35-44,Control
P01446,2026-01-07,United States,iOS,Organic,45+,Control
P01447,2026-01-06,India,Android,Organic,45+,Daily_Reward
P01448,2026-01-13,United States,Android,Google Ads,18-24,Control
P01449,2026-01-10,Australia,Android,Organic,25-34,Daily_Reward
P01450,2026-01-10,India,iOS,Google Ads,18-24,Free_Hint
P01451,2026-01-06,United Kingdom,Android,Meta Ads,35-44,Free_Hint
P01452,2026-01-11,Canada,Android,Organic,25-34,Daily_Reward
P01453,2026-01-12,India,Android,Organic,25-34,Free_Hint
P01454,2026-01-05,United States,iOS,Organic,25-34,Daily_Reward
P01455,2026-01-02,India,Android,Referral,25-34,Daily_Reward
P01456,2026-01-14,United States,Android,Meta Ads,25-34,Free_Hint
P01457,2026-01-06,India,Android,Google Ads,18-24,Free_Hint
P01458,2026-01-08,India,Android,Organic,18-24,Control
P01459,2026-01-01,India,Android,Organic,35-44,Daily_Reward
P01460,2026-01-08,India,Android,Referral,18-24,Daily_Reward
P01461,2026-01-10,Australia,Android,Organic,25-34,Free_Hint
P01462,2026-01-09,United States,Android,Meta Ads,45+,Free_Hint
P01463,2026-01-15,Australia,Android,Organic,25-34,Control
P01464,2026-01-08,India,iOS,Meta Ads,18-24,Daily_Reward
P01465,2026-01-10,United Kingdom,Android,Google Ads,18-24,Daily_Reward
P01466,2026-01-11,United States,Android,Referral,18-24,Free_Hint
P01467,2026-01-05,India,iOS,TikTok Ads,18-24,Control
P01468,2026-01-04,United States,iOS,Google Ads,25-34,Control
P01469,2026-01-13,United States,iOS,Organic,45+,Daily_Reward
P01470,2026-01-11,United Kingdom,iOS,Google Ads,25-34,Free_Hint
P01471,2026-01-13,Canada,iOS,Organic,25-34,Daily_Reward
P01472,2026-01-02,Australia,Android,Organic,18-24,Daily_Reward
P01473,2026-01-07,India,iOS,Referral,25-34,Control
P01474,2026-01-05,Canada,Android,Meta Ads,18-24,Control
P01475,2026-01-07,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P01476,2026-01-02,United Kingdom,Android,Referral,35-44,Daily_Reward
P01477,2026-01-10,India,iOS,Google Ads,25-34,Daily_Reward
P01478,2026-01-08,United States,Android,Organic,25-34,Daily_Reward
P01479,2026-01-07,Australia,iOS,Google Ads,25-34,Daily_Reward
P01480,2026-01-15,Australia,Android,Google Ads,45+,Control
P01481,2026-01-07,Australia,iOS,Meta Ads,18-24,Free_Hint
P01482,2026-01-15,Canada,Android,Meta Ads,25-34,Control
P01483,2026-01-12,Australia,Android,Organic,18-24,Free_Hint
P01484,2026-01-05,United Kingdom,iOS,Google Ads,25-34,Control
P01485,2026-01-02,India,Android,Google Ads,45+,Daily_Reward
P01486,2026-01-02,India,iOS,Organic,35-44,Free_Hint
P01487,2026-01-09,Canada,iOS,Google Ads,18-24,Daily_Reward
P01488,2026-01-12,India,Android,Organic,35-44,Control
P01489,2026-01-11,United States,Android,Organic,25-34,Free_Hint
P01490,2026-01-05,Canada,iOS,Google Ads,18-24,Free_Hint
P01491,2026-01-07,United States,iOS,Organic,35-44,Daily_Reward
P01492,2026-01-10,United States,iOS,Google Ads,25-34,Control
P01493,2026-01-08,India,Android,Google Ads,18-24,Free_Hint
P01494,2026-01-02,India,Android,Meta Ads,35-44,Free_Hint
P01495,2026-01-06,Canada,iOS,Referral,18-24,Control
P01496,2026-01-14,Canada,iOS,TikTok Ads,18-24,Control
P01497,2026-01-06,United States,iOS,TikTok Ads,18-24,Control
P01498,2026-01-05,United States,Android,TikTok Ads,45+,Daily_Reward
P01499,2026-01-14,Canada,Android,TikTok Ads,45+,Daily_Reward
P01500,2026-01-12,Australia,iOS,Organic,18-24,Free_Hint
P01501,2026-01-05,United States,Android,Google Ads,25-34,Free_Hint
P01502,2026-01-08,Canada,iOS,Meta Ads,18-24,Free_Hint
P01503,2026-01-02,United Kingdom,iOS,Organic,25-34,Daily_Reward
P01504,2026-01-11,Australia,iOS,Google Ads,45+,Control
P01505,2026-01-04,United Kingdom,iOS,Google Ads,18-24,Free_Hint
P01506,2026-01-01,United Kingdom,Android,TikTok Ads,25-34,Daily_Reward
P01507,2026-01-09,India,Android,Organic,18-24,Daily_Reward
P01508,2026-01-07,India,Android,Organic,18-24,Free_Hint
P01509,2026-01-11,United Kingdom,iOS,Organic,35-44,Free_Hint
P01510,2026-01-09,India,iOS,TikTok Ads,25-34,Control
P01511,2026-01-03,India,Android,Referral,25-34,Control
P01512,2026-01-02,India,iOS,Google Ads,25-34,Free_Hint
P01513,2026-01-01,India,Android,Google Ads,25-34,Free_Hint
P01514,2026-01-05,Canada,iOS,TikTok Ads,35-44,Control
P01515,2026-01-13,United States,Android,Google Ads,18-24,Daily_Reward
P01516,2026-01-03,India,Android,Referral,25-34,Daily_Reward
P01517,2026-01-07,India,Android,Google Ads,18-24,Daily_Reward
P01518,2026-01-08,India,Android,TikTok Ads,18-24,Free_Hint
P01519,2026-01-01,Canada,iOS,Google Ads,45+,Free_Hint
P01520,2026-01-05,Australia,iOS,Google Ads,25-34,Daily_Reward
P01521,2026-01-02,United States,Android,Meta Ads,25-34,Free_Hint
P01522,2026-01-12,Australia,iOS,Organic,25-34,Control
P01523,2026-01-06,India,iOS,TikTok Ads,18-24,Free_Hint
P01524,2026-01-02,United States,iOS,Meta Ads,18-24,Free_Hint
P01525,2026-01-13,India,Android,Referral,25-34,Daily_Reward
P01526,2026-01-14,United Kingdom,Android,Referral,45+,Daily_Reward
P01527,2026-01-07,Australia,iOS,Referral,25-34,Daily_Reward
P01528,2026-01-06,United Kingdom,Android,Meta Ads,25-34,Control
P01529,2026-01-04,Australia,Android,Google Ads,25-34,Free_Hint
P01530,2026-01-02,United States,iOS,TikTok Ads,25-34,Control
P01531,2026-01-12,United Kingdom,Android,TikTok Ads,25-34,Free_Hint
P01532,2026-01-11,United States,Android,TikTok Ads,35-44,Free_Hint
P01533,2026-01-04,United Kingdom,Android,Referral,18-24,Control
P01534,2026-01-03,Canada,Android,Google Ads,18-24,Free_Hint
P01535,2026-01-10,United States,Android,Google Ads,45+,Control
P01536,2026-01-11,Canada,Android,Meta Ads,18-24,Free_Hint
P01537,2026-01-05,India,Android,Meta Ads,25-34,Daily_Reward
P01538,2026-01-09,United States,Android,Meta Ads,45+,Free_Hint
P01539,2026-01-05,India,iOS,Meta Ads,35-44,Control
P01540,2026-01-11,United Kingdom,Android,Google Ads,45+,Daily_Reward
P01541,2026-01-08,United States,Android,Google Ads,25-34,Daily_Reward
P01542,2026-01-10,United Kingdom,Android,Organic,25-34,Control
P01543,2026-01-11,United States,iOS,Google Ads,25-34,Control
P01544,2026-01-15,Australia,Android,Referral,45+,Daily_Reward
P01545,2026-01-13,Canada,Android,Meta Ads,35-44,Daily_Reward
P01546,2026-01-09,Australia,Android,Meta Ads,35-44,Daily_Reward
P01547,2026-01-13,United Kingdom,Android,TikTok Ads,35-44,Control
P01548,2026-01-11,United States,Android,Referral,45+,Daily_Reward
P01549,2026-01-01,India,iOS,Organic,18-24,Control
P01550,2026-01-11,United Kingdom,Android,Organic,35-44,Free_Hint
P01551,2026-01-02,India,Android,Meta Ads,25-34,Control
P01552,2026-01-06,Canada,iOS,TikTok Ads,25-34,Daily_Reward
P01553,2026-01-10,India,iOS,Google Ads,18-24,Daily_Reward
P01554,2026-01-07,India,iOS,Meta Ads,25-34,Daily_Reward
P01555,2026-01-06,Canada,Android,Organic,25-34,Control
P01556,2026-01-10,India,Android,Google Ads,25-34,Daily_Reward
P01557,2026-01-03,United States,Android,Organic,35-44,Free_Hint
P01558,2026-01-14,Canada,iOS,Google Ads,18-24,Daily_Reward
P01559,2026-01-07,Australia,Android,Organic,25-34,Control
P01560,2026-01-15,India,iOS,Organic,25-34,Daily_Reward
P01561,2026-01-04,United States,Android,Referral,45+,Control
P01562,2026-01-09,United States,iOS,TikTok Ads,18-24,Daily_Reward
P01563,2026-01-04,Australia,Android,Meta Ads,35-44,Control
P01564,2026-01-11,United States,Android,Meta Ads,35-44,Free_Hint
P01565,2026-01-03,Canada,iOS,Google Ads,25-34,Free_Hint
P01566,2026-01-11,India,iOS,Organic,35-44,Control
P01567,2026-01-10,India,Android,TikTok Ads,18-24,Free_Hint
P01568,2026-01-02,India,iOS,Referral,18-24,Free_Hint
P01569,2026-01-15,United Kingdom,Android,TikTok Ads,25-34,Free_Hint
P01570,2026-01-14,Canada,Android,TikTok Ads,35-44,Control
P01571,2026-01-01,United States,Android,Referral,25-34,Control
P01572,2026-01-04,United States,Android,Referral,18-24,Free_Hint
P01573,2026-01-07,India,Android,Meta Ads,25-34,Daily_Reward
P01574,2026-01-11,India,iOS,Meta Ads,45+,Control
P01575,2026-01-09,United Kingdom,Android,Google Ads,35-44,Control
P01576,2026-01-01,India,Android,TikTok Ads,35-44,Control
P01577,2026-01-12,United States,Android,Meta Ads,45+,Daily_Reward
P01578,2026-01-04,India,Android,Referral,45+,Control
P01579,2026-01-10,India,Android,Meta Ads,18-24,Daily_Reward
P01580,2026-01-02,United Kingdom,Android,TikTok Ads,18-24,Control
P01581,2026-01-03,Canada,Android,TikTok Ads,25-34,Control
P01582,2026-01-06,United States,Android,Organic,18-24,Free_Hint
P01583,2026-01-04,India,iOS,Google Ads,45+,Daily_Reward
P01584,2026-01-08,India,Android,Google Ads,18-24,Free_Hint
P01585,2026-01-09,India,iOS,Organic,25-34,Daily_Reward
P01586,2026-01-09,India,iOS,Referral,25-34,Free_Hint
P01587,2026-01-06,United Kingdom,Android,Google Ads,25-34,Control
P01588,2026-01-05,India,iOS,Google Ads,18-24,Free_Hint
P01589,2026-01-12,Australia,Android,Organic,18-24,Daily_Reward
P01590,2026-01-09,India,Android,Organic,45+,Daily_Reward
P01591,2026-01-06,Australia,Android,Organic,25-34,Control
P01592,2026-01-05,United Kingdom,Android,Google Ads,18-24,Control
P01593,2026-01-15,India,Android,Google Ads,35-44,Daily_Reward
P01594,2026-01-06,United Kingdom,Android,Organic,35-44,Free_Hint
P01595,2026-01-08,United States,Android,Referral,25-34,Control
P01596,2026-01-12,India,iOS,Organic,25-34,Daily_Reward
P01597,2026-01-11,India,iOS,Google Ads,35-44,Daily_Reward
P01598,2026-01-05,United Kingdom,Android,Referral,18-24,Daily_Reward
P01599,2026-01-05,Canada,Android,TikTok Ads,45+,Control
P01600,2026-01-15,United States,Android,Google Ads,35-44,Control
P01601,2026-01-06,India,iOS,TikTok Ads,25-34,Daily_Reward
P01602,2026-01-01,Australia,Android,Meta Ads,18-24,Daily_Reward
P01603,2026-01-04,United States,Android,Organic,18-24,Free_Hint
P01604,2026-01-02,United States,Android,Organic,18-24,Free_Hint
P01605,2026-01-05,United States,Android,Google Ads,18-24,Control
P01606,2026-01-02,India,Android,Organic,25-34,Control
P01607,2026-01-05,Australia,Android,Referral,18-24,Daily_Reward
P01608,2026-01-01,United States,Android,Google Ads,25-34,Control
P01609,2026-01-10,United States,Android,TikTok Ads,25-34,Control
P01610,2026-01-02,Australia,Android,Organic,45+,Daily_Reward
P01611,2026-01-13,India,Android,Organic,18-24,Control
P01612,2026-01-04,India,Android,Referral,25-34,Control
P01613,2026-01-13,India,iOS,TikTok Ads,25-34,Daily_Reward
P01614,2026-01-09,Canada,Android,Meta Ads,45+,Control
P01615,2026-01-11,Australia,Android,Organic,25-34,Control
P01616,2026-01-14,Australia,Android,Organic,35-44,Control
P01617,2026-01-07,Australia,iOS,Meta Ads,18-24,Free_Hint
P01618,2026-01-07,India,iOS,Organic,45+,Control
P01619,2026-01-02,India,iOS,Meta Ads,25-34,Daily_Reward
P01620,2026-01-05,Canada,iOS,Google Ads,25-34,Daily_Reward
P01621,2026-01-02,United Kingdom,iOS,Google Ads,18-24,Free_Hint
P01622,2026-01-02,Australia,Android,Organic,45+,Free_Hint
P01623,2026-01-01,United Kingdom,Android,Google Ads,25-34,Control
P01624,2026-01-14,India,Android,Organic,18-24,Control
P01625,2026-01-09,Canada,Android,TikTok Ads,18-24,Free_Hint
P01626,2026-01-07,Canada,Android,Organic,25-34,Daily_Reward
P01627,2026-01-12,United States,iOS,Referral,25-34,Free_Hint
P01628,2026-01-11,United Kingdom,iOS,Meta Ads,25-34,Daily_Reward
P01629,2026-01-03,India,Android,Organic,25-34,Free_Hint
P01630,2026-01-13,India,Android,Organic,18-24,Free_Hint
P01631,2026-01-03,United States,iOS,Google Ads,18-24,Control
P01632,2026-01-07,United Kingdom,Android,Meta Ads,18-24,Control
P01633,2026-01-11,United States,Android,Google Ads,25-34,Control
P01634,2026-01-03,India,Android,Organic,18-24,Free_Hint
P01635,2026-01-08,India,Android,Google Ads,25-34,Free_Hint
P01636,2026-01-07,Canada,iOS,Organic,45+,Daily_Reward
P01637,2026-01-09,United States,Android,Organic,25-34,Daily_Reward
P01638,2026-01-08,United Kingdom,Android,Referral,18-24,Control
P01639,2026-01-03,United States,iOS,TikTok Ads,35-44,Control
P01640,2026-01-09,Australia,Android,Organic,45+,Daily_Reward
P01641,2026-01-03,United States,iOS,Referral,18-24,Control
P01642,2026-01-13,India,Android,Organic,35-44,Free_Hint
P01643,2026-01-12,India,Android,Google Ads,25-34,Daily_Reward
P01644,2026-01-04,United Kingdom,Android,TikTok Ads,18-24,Control
P01645,2026-01-09,India,iOS,Referral,25-34,Free_Hint
P01646,2026-01-08,India,Android,Google Ads,35-44,Daily_Reward
P01647,2026-01-11,Canada,Android,Meta Ads,25-34,Control
P01648,2026-01-03,United States,Android,Meta Ads,35-44,Control
P01649,2026-01-03,Canada,iOS,Organic,35-44,Daily_Reward
P01650,2026-01-15,Australia,Android,Referral,35-44,Control
P01651,2026-01-08,United Kingdom,iOS,Google Ads,25-34,Control
P01652,2026-01-07,India,Android,Organic,45+,Free_Hint
P01653,2026-01-10,India,iOS,Google Ads,35-44,Daily_Reward
P01654,2026-01-14,United States,iOS,Google Ads,18-24,Daily_Reward
P01655,2026-01-11,India,Android,Organic,18-24,Free_Hint
P01656,2026-01-05,United States,Android,Organic,35-44,Control
P01657,2026-01-01,United States,Android,Organic,18-24,Control
P01658,2026-01-14,United Kingdom,Android,Organic,45+,Control
P01659,2026-01-01,United States,Android,Organic,18-24,Daily_Reward
P01660,2026-01-12,Canada,iOS,Organic,25-34,Control
P01661,2026-01-06,India,Android,TikTok Ads,25-34,Free_Hint
P01662,2026-01-09,India,Android,Google Ads,25-34,Free_Hint
P01663,2026-01-11,Canada,iOS,TikTok Ads,35-44,Control
P01664,2026-01-12,United States,Android,Organic,25-34,Daily_Reward
P01665,2026-01-11,United Kingdom,iOS,Meta Ads,35-44,Daily_Reward
P01666,2026-01-02,United Kingdom,iOS,Google Ads,35-44,Free_Hint
P01667,2026-01-06,India,Android,Google Ads,35-44,Free_Hint
P01668,2026-01-15,Canada,Android,Meta Ads,35-44,Daily_Reward
P01669,2026-01-15,Canada,Android,Organic,18-24,Free_Hint
P01670,2026-01-01,Canada,Android,Organic,35-44,Daily_Reward
P01671,2026-01-10,United States,Android,Organic,25-34,Daily_Reward
P01672,2026-01-12,India,iOS,Google Ads,18-24,Control
P01673,2026-01-11,India,Android,Organic,25-34,Control
P01674,2026-01-11,India,iOS,Google Ads,25-34,Control
P01675,2026-01-02,United Kingdom,Android,Organic,25-34,Free_Hint
P01676,2026-01-05,India,Android,Meta Ads,35-44,Free_Hint
P01677,2026-01-03,India,Android,Google Ads,35-44,Free_Hint
P01678,2026-01-12,India,Android,Organic,18-24,Free_Hint
P01679,2026-01-13,United States,iOS,Google Ads,18-24,Daily_Reward
P01680,2026-01-12,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P01681,2026-01-12,United Kingdom,Android,Google Ads,25-34,Control
P01682,2026-01-01,India,Android,Organic,18-24,Daily_Reward
P01683,2026-01-08,India,iOS,TikTok Ads,25-34,Control
P01684,2026-01-15,United Kingdom,Android,TikTok Ads,25-34,Control
P01685,2026-01-02,India,Android,Google Ads,25-34,Free_Hint
P01686,2026-01-15,Canada,Android,TikTok Ads,25-34,Free_Hint
P01687,2026-01-13,United Kingdom,Android,Google Ads,18-24,Daily_Reward
P01688,2026-01-07,India,iOS,Google Ads,35-44,Free_Hint
P01689,2026-01-06,Australia,iOS,Google Ads,18-24,Free_Hint
P01690,2026-01-04,United States,Android,Google Ads,25-34,Control
P01691,2026-01-09,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P01692,2026-01-15,India,Android,Google Ads,18-24,Daily_Reward
P01693,2026-01-15,United States,iOS,Google Ads,18-24,Free_Hint
P01694,2026-01-13,United States,Android,Organic,18-24,Daily_Reward
P01695,2026-01-12,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P01696,2026-01-03,United States,Android,Google Ads,25-34,Free_Hint
P01697,2026-01-06,Australia,Android,Organic,35-44,Daily_Reward
P01698,2026-01-07,Australia,Android,Referral,35-44,Free_Hint
P01699,2026-01-01,India,Android,Google Ads,18-24,Control
P01700,2026-01-07,India,Android,Organic,18-24,Control
P01701,2026-01-08,India,Android,Organic,25-34,Free_Hint
P01702,2026-01-15,United States,Android,Organic,25-34,Daily_Reward
P01703,2026-01-09,India,Android,TikTok Ads,25-34,Daily_Reward
P01704,2026-01-12,Australia,Android,Meta Ads,18-24,Free_Hint
P01705,2026-01-09,United Kingdom,iOS,Meta Ads,18-24,Control
P01706,2026-01-01,United States,Android,Organic,25-34,Control
